"pageid","name","identity","align","eye","hair","sex","gsm","alive","appearances","firstappearance","company","multiverse"
"422703","Elizabeth Benning ","No info","Neutral","No info","No info","Female","No","Living",9,"2007-11","Marvel","Earth-616"
"422749","Steven Rogers ","No Dual","Bad","Blue","Blond","Male","No","Deceased",3,"2010-11","Marvel","Earth-616"
"422798","Ichiro ","Public","Good","Black","Black","Male","No","Living",3,"2004-12","Marvel","Earth-616"
"422799","Fukuko ","Public","Good","Black","Black","Female","No","Living",3,"2004-12","Marvel","Earth-616"
"004228","Flatiron ","Secret","Good","Brown","Bald","Male","No","Deceased",2,"2000-03","Marvel","Earth-616"
"422800","Rikuto ","Public","Good","Black","Black","Male","No","Deceased",1,"2004-12","Marvel","Earth-616"
"422890","Tarantula ","Secret","Bad","No info","No info","Male","No","Living",1,"2002-07","Marvel","Earth-616"
"422892","Glorianna O'Breen ","Public","No info","No info","Red","Female","No","Deceased",1,"1984-04","Marvel","Earth-616"
"422897","Ikon ","Secret","Good","Green","Auburn","Female","No","Living",13,"2011-03","Marvel","Earth-616"
"042293","Jack Dio ","Secret","Bad","Blue","Black","Male","No","Living",8,"2006-04","Marvel","Earth-616"
"423025","Natalia Romanova ","No info","Bad","Green","Auburn","Female","No","Deceased",2,"2010-11","Marvel","Earth-616"
"423026","Marc Spector ","Secret","Bad","Brown","Brown","Male","No","Deceased",2,"2010-11","Marvel","Earth-616"
"423049","Gary Akres ","Secret","Bad","No info","Brown","Male","No","Deceased",2,"2054-05","Marvel","Earth-616"
"423069","Alice Terrel ","Secret","Good","Blue","Grey","Female","No","Deceased",1,"2011-02","Marvel","Earth-616"
"423075","Alaka'i Ryan II ","No Dual","Good","No info","Brown","Male","No","Deceased",1,"2011-02","Marvel","Earth-616"
"423115","Beppe III ","No info","Neutral","No info","No","No info","No","Living",1,"1989-11","Marvel","Earth-616"
"423117","Guardian ","Secret","Good","No info","No info","No info","No","Living",5,"1985-06","Marvel","Earth-616"
"423118","Goblin ","Secret","Bad","No info","No info","No info","No","Living",5,"1985-06","Marvel","Earth-616"
"423119","Glow ","Secret","Neutral","No info","No info","No info","No","Living",5,"1985-06","Marvel","Earth-616"
"423163","Itzhak Berditchev ","Public","Bad","No info","Grey","Male","No","Living",1,"1991-10","Marvel","Earth-616"
"423210","Clovis Maines ","No info","Bad","Brown","Brown","Male","No","Living",1,"2010-06","Marvel","Earth-616"
"423230","Madame ","Secret","Bad","No info","Black","Female","No","Living",1,"2011-03","Marvel","Earth-616"
"423283","Z'oofrey Grasswind ","No info","No info","No info","No info","Female","No","Living",1,"1995-12","Marvel","Earth-616"
"042359","Irina Clayton ","Secret","Good","Blue","Brown","Female","No","Living",5,"2001-12","Marvel","Earth-616"
"042361","Skywalker ","No info","No info","No info","No info","No info","No","Living",4,"2002-10","Marvel","Earth-616"
"042363","Marcus Tucker ","No info","Good","No info","Black","Male","No","Living",5,"2001-10","Marvel","Earth-616"
"423637","Sheriff Dale ","Public","Bad","Brown","White","Male","No","Living",1,"2010-06","Marvel","Earth-616"
"042364","Aurelie Sabayon ","Public","Good","No info","Brown","Female","No","Living",2,"2004-07","Marvel","Earth-616"
"042365","James Louis Prindle ","Public","Good","No info","Brown","Male","No","Living",1,"2006-04","Marvel","Earth-616"
"042366","Doug and Jerry ","Secret","Neutral","No info","Black","Male","No","Living",2,"2006-02","Marvel","Earth-616"
"423717","Wilder Berne ","No info","Bad","No info","Brown","Male","No","Living",2,"2066-11","Marvel","Earth-616"
"042373","Augustyne Phyffe ","No Dual","Good","No info","Brown","Male","No","Living",2,"1993-01","Marvel","Earth-616"
"042374","Cyrus Black ","Public","Bad","Brown","Black","Male","No","Living",5,"1973-06","Marvel","Earth-616"
"042376","Gervasse ","No info","Good","No info","No info","Male","No","Living",2,"1975-10","Marvel","Earth-616"
"423808","Deputy Charlie ","Public","Bad","Brown","Blond","Male","No","Living",1,"2010-06","Marvel","Earth-616"
"423813","Darlene ","Public","Bad","Blue","Blond","Female","No","Living",1,"2010-06","Marvel","Earth-616"
"424051","Samuel Bernstein ","Public","No info","No info","Black","Male","No","Living",4,"1982-11","Marvel","Earth-616"
"424057","Bert Packer ","No info","Bad","No info","Black","Male","No","Living",1,"1990-08","Marvel","Earth-616"
"424058","Hubie Packer ","Public","Bad","No info","Brown","Male","No","Living",1,"1990-08","Marvel","Earth-616"
"424071","Beryllium ","No info","Bad","No info","No","No info","No","Living",3,"1997-10","Marvel","Earth-616"
"424073","Bromine ","No info","Bad","No info","No","No info","No","Living",1,"1997-10","Marvel","Earth-616"
"424075","Copper ","No info","Bad","No info","No","No info","No","Living",1,"1997-10","Marvel","Earth-616"
"424076","Zirconium ","No info","Bad","No info","No","No info","No","Living",2,"1997-09","Marvel","Earth-616"
"424077","Tungsten ","No info","Bad","No info","No","No info","No","Living",2,"1997-10","Marvel","Earth-616"
"424079","Nickel ","No info","Bad","No info","No","No info","No","Living",2,"1997-10","Marvel","Earth-616"
"424080","Chromium ","No info","Bad","No info","No","No info","No","Living",1,"1997-10","Marvel","Earth-616"
"424082","Magnesium ","No info","Bad","No info","No","No info","No","Living",1,"1997-10","Marvel","Earth-616"
"424083","Helium ","No info","Bad","No info","No","No info","No","Living",1,"1997-10","Marvel","Earth-616"
"424084","Vanadium ","No info","Bad","No info","No","No info","No","Living",1,"1997-10","Marvel","Earth-616"
"424087","Cadmium ","No info","Bad","No info","No","No info","No","Living",3,"1997-09","Marvel","Earth-616"
"424088","Europium ","No info","Bad","White","No","No info","No","Living",2,"1997-10","Marvel","Earth-616"
"424092","Phosphorus ","No info","Bad","Red","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424093","Scandium ","No info","Bad","White","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424095","Hafnium ","No info","Bad","Red","No","No info","No","Living",2,"1997-09","Marvel","Earth-616"
"424096","Carbon ","No info","Bad","No info","No","No info","No","Living",1,"1979-10","Marvel","Earth-616"
"424097","Disprosium ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424098","Erbium ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"004241","Truth MacRae ","Secret","No info","Blue","Blond","Female","No","Deceased",4,"2000-03","Marvel","Earth-616"
"424102","Chlorine ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424103","Thallium ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424104","Nobelium ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424105","Tellurium ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424106","Indium ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424107","Gold ","No info","Bad","Yellow","No","No info","No","Living",1,"1997-11","Marvel","Earth-616"
"424108","Silver ","No info","Bad","Silver","No","No info","No","Living",1,"1997-11","Marvel","Earth-616"
"424109","Cesium ","No info","Bad","No info","No","No info","No","Living",2,"1997-11","Marvel","Earth-616"
"424110","Californium ","No info","Bad","No info","No","No info","No","Living",1,"1997-11","Marvel","Earth-616"
"424111","Neptunium ","No info","Bad","No info","No","No info","No","Living",1,"1997-11","Marvel","Earth-616"
"424112","Uranium ","No info","Bad","No info","No","No info","No","Living",1,"1997-11","Marvel","Earth-616"
"424113","Plutonium ","Public","Bad","No info","No","No info","No","Living",1,"1997-11","Marvel","Earth-616"
"424114","Lead ","No info","Bad","No info","No","No info","No","Living",1,"1997-09","Marvel","Earth-616"
"424132","Svetlana ","No info","Good","Yellow","Brown","Female","No","Living",2,"2011-02","Marvel","Earth-616"
"424178","Alarr ","No info","Good","No info","No info","Male","No","Deceased",1,"2008-11","Marvel","Earth-616"
"424211","B'Gon ","No info","Bad","Blue","Black","Male","No","Living",1,"1990-08","Marvel","Earth-616"
"424219","Cerez ","No info","Bad","Red","No info","Male","No","Living",2,"2011-02","Marvel","Earth-616"
"424220","Geza ","No info","Bad","Red","No info","Male","No","Deceased",1,"2011-02","Marvel","Earth-616"
"424572","Biawak ","No info","Bad","No info","No info","Male","No","Living",1,"1990-06","Marvel","Earth-616"
"424698","Bella Fishbach ","No info","Neutral","Blue","Blond","Female","No","Living",30,"2011-01","Marvel","Earth-616"
"424760","Enilwen ","No info","No info","Brown","Brown","Male","No","Living",3,"1989-11","Marvel","Earth-616"
"424925","Charles Graymalkin ","Secret","Bad","No info","Blond","Male","No","Deceased",1,"2009-01","Marvel","Earth-616"
"424926","Marcia Graymalkin ","Secret","No info","No info","No info","Female","No","Deceased",1,"2009-01","Marvel","Earth-616"
"424988","Infinity T.A.P. ","Secret","Bad","White","Blond","Male","No","Living",1,"2007-04","Marvel","Earth-616"
"424990","Sean Madrox ","Secret","Good","Green","Brown","Male","No","Deceased",2,"2009-03","Marvel","Earth-616"
"424992","Foot of Doom ","Secret","Bad","Brown","Black","Male","No","Living",1,"2007-04","Marvel","Earth-616"
"004250","Tim Braverman ","Secret","Bad","No info","No info","Male","No","Living",1,"1980-02","Marvel","Earth-616"
"425004","Slough ","Secret","Bad","Grey","Grey","Male","No","Living",1,"2007-04","Marvel","Earth-616"
"425005","Conrad ","No info","Bad","Brown","Brown","Male","No","Living",1,"2007-04","Marvel","Earth-616"
"425102","Mary Purcell ","Public","Neutral","No info","No info","Female","No","Living",3,"1998-11","Marvel","Earth-616"
"425122","Macho Gomez ","No Dual","Bad","Red","Black","Male","No","Living",4,"2011-03","Marvel","Earth-616"
"425188","Rikky Keegan ","Public","Good","Green","Green","Female","No","Living",1,"1982-10","Marvel","Earth-616"
"004252","Edward Cobert ","Public","Bad","Blue","Bald","Male","No","Living",10,"1983-12","Marvel","Earth-616"
"425261","Big Rock ","No info","Bad","No info","Black","Male","No","Living",3,"1970-08","Marvel","Earth-616"
"425290","Ferris ","No info","Neutral","No info","No info","Male","No","Living",3,"1997-12","Marvel","Earth-616"
"425294","Teela Coldassian ","Public","Good","Red","White","Female","No","Living",6,"2010-12","Marvel","Earth-616"
"425346","Bill ","No info","Good","Green","No","Male","No","Living",9,"1987-05","Marvel","Earth-616"
"425348","Don ","No info","Good","Blue","No","Male","No","Deceased",7,"1987-05","Marvel","Earth-616"
"425350","E.V.A. ","Secret","Good","No info","No","Female","No","Living",60,"2002-09","Marvel","Earth-616"
"425354","Awareness ","Secret","Bad","No info","No info","Male","No","Deceased",2,"2010-06","Marvel","Earth-616"
"425368","The Eyeball ","Secret","Bad","Blue","No","No info","No","Living",1,"2010-09","Marvel","Earth-616"
"425451","Demonio ","No info","No info","No info","No info","Male","No","Living",1,"1979-12","Marvel","Earth-616"
"425452","Halcon D'Oro ","Secret","No info","No info","No info","Male","No","Living",1,"1979-12","Marvel","Earth-616"
"425455","Clete Billups ","No info","Bad","No info","Blond","Male","No","Living",1,"2000-01","Marvel","Earth-616"
"425463","Albert Rackham ","No Dual","Bad","Brown","Black","Male","No","Deceased",14,"1972-06","Marvel","Earth-616"
"425470","Father Coza ","No info","Good","No info","Brown","Male","No","Living",1,"1981-01","Marvel","Earth-616"
"425471","Edward Czerniak ","No info","Good","No info","Bald","Male","No","Living",1,"1981-01","Marvel","Earth-616"
"425477","Theresa Cruz ","Public","Good","No info","Black","Female","No","Living",1,"1981-03","Marvel","Earth-616"
"425478","Tyrone Owlsley ","No Dual","Good","No info","Black","Male","No","Living",1,"1981-03","Marvel","Earth-616"
"425480","Barbaric ","No info","Bad","No info","No info","Male","No","Living",1,"1981-02","Marvel","Earth-616"
"425483","Eugene Beaumont ","No info","No info","No info","Red","Male","No","Living",1,"1981-05","Marvel","Earth-616"
"425484","Milton Meilicki ","No info","No info","No info","White","Male","No","Living",1,"1981-05","Marvel","Earth-616"
"425486","Blackbyrd ","No info","No info","No info","No info","Male","No","Living",1,"1981-07","Marvel","Earth-616"
"425488","Grimgerta ","No info","Good","No info","No info","Female","No","Living",1,"1981-09","Marvel","Earth-616"
"425489","Valtrauta ","Secret","Good","No info","Blond","Female","No","Living",8,"2063-04","Marvel","Earth-616"
"425495","Maurglon ","No info","Bad","No info","No","Male","No","Living",1,"1981-11","Marvel","Earth-616"
"425668","Protector-Bot ","No info","Bad","Purple","No","No info","No","Deceased",1,"2010-10","Marvel","Earth-616"
"425674","Modi Thorson ","Secret","Neutral","No info","Red","Male","No","Living",2,"1980-03","Marvel","Earth-616"
"425675","Magni Thorson ","Secret","Neutral","No info","Red","Male","No","Living",2,"1980-03","Marvel","Earth-616"
"425676","Vali ","No info","No info","No info","No info","Male","No","Living",2,"1980-03","Marvel","Earth-616"
"425890","Bill Bishop ","No Dual","Good","No info","Brown","Male","No","Living",5,"2063-09","Marvel","Earth-616"
"425892","Bisq ","No info","No info","No info","Green","Female","No","Living",3,"1970-04","Marvel","Earth-616"
"425893","Bitmap ","Secret","Bad","No info","No","Male","No","Living",7,"1994-03","Marvel","Earth-616"
"425894","Gene Bitner ","Public","Neutral","No info","Bald","Male","No","Living",6,"2056-12","Marvel","Earth-616"
"425898","Bitterhorn ","No info","Bad","No info","Black","Male","No","Living",1,"1986-01","Marvel","Earth-616"
"425899","Blaast ","No Dual","Good","No info","No","Male","No","Living",1,"1995-05","Marvel","Earth-616"
"425911","Cassandra Michaels ","No info","No info","No info","Black","Female","No","Living",1,"2011-03","Marvel","Earth-616"
"426291","Samuel Prydeman ","Secret","Neutral","No info","No info","Male","No","Deceased",1,"1985-11","Marvel","Earth-616"
"426292","Chava Prydeman ","Secret","Neutral","No info","No info","Female","No","Deceased",1,"1985-11","Marvel","Earth-616"
"426344","Boreas ","No Dual","Neutral","No info","White","Male","No","Living",1,"2011-03","Marvel","Earth-616"
"426381","Carrion Crow ","Secret","Bad","Red","No info","Male","No","Deceased",2,"2011-02","Marvel","Earth-616"
"426410","Chernobog ","Public","Bad","Red","No info","Male","No","Living",2,"2011-03","Marvel","Earth-616"
"426725","Diane Lamarr ","Public","Good","Green","Brown","Female","No","Living",1,"1982-03","Marvel","Earth-616"
"427055","Andrew Blanding ","No Dual","Good","Brown","Brown","Male","No","Deceased",2,"1997-07","Marvel","Earth-616"
"427056","Joanna Blanding ","Public","Good","Blue","Blond","Female","No","Deceased",2,"1997-07","Marvel","Earth-616"
"427057","Haley Blanding ","Public","Good","Brown","Brown","Female","No","Deceased",1,"1997-07","Marvel","Earth-616"
"427058","Todd Blanding ","Public","Good","Brown","Blond","Male","No","Deceased",1,"1997-07","Marvel","Earth-616"
"427138","Mowfus ","Secret","Neutral","Yellow","No","Male","No","Living",6,"1970-04","Marvel","Earth-616"
"427295","Uthar ","No info","No info","No info","Brown","Male","No","Living",1,"1982-08","Marvel","Earth-616"
"427338","Paula Crane ","No info","Bad","No info","Grey","Female","No","Living",2,"2011-03","Marvel","Earth-616"
"427564","Fear ","Secret","Bad","Purple","Black","Male","No","Living",2,"1982-09","Marvel","Earth-616"
"427567","Helen Gable ","Public","Neutral","Blue","Red","Female","No","Living",2,"2011-01","Marvel","Earth-616"
"427685","George Tarleton ","Secret","Bad","White","Bald","Male","No","Living",19,"2011-03","Marvel","Earth-616"
"042772","Ana\u00efs ","Secret","Good","Yellow","Black","Female","No","Living",4,"2007-02","Marvel","Earth-616"
"042773","Le Cowboy ","Secret","Good","No info","Brown","Male","No","Living",1,"2007-02","Marvel","Earth-616"
"042774","Adamantine ","Secret","Good","Blue","Blond","Male","No","Living",1,"2007-02","Marvel","Earth-616"
"042784","Docteur Q ","Secret","Good","Brown","No info","Male","No","Living",1,"2007-02","Marvel","Earth-616"
"042785","Comte de Nuit ","Secret","Good","Blue","No info","Male","No","Living",2,"2007-02","Marvel","Earth-616"
"042786","La Lumi\u00e8re Bleue ","Secret","Good","No info","Brown","Male","No","Living",1,"2007-02","Marvel","Earth-616"
"042787","Detective Fant\u00f4me ","Secret","Good","No info","No info","Male","No","Living",1,"2007-02","Marvel","Earth-616"
"042788","Buck Cowan ","No Dual","Good","No info","Brown","Male","No","Living",42,"1972-06","Marvel","Earth-616"
"042789","Lissa Russell ","Public","Good","Blue","Brown","Female","No","Living",46,"1972-02","Marvel","Earth-616"
"042792","Agnar, King of the Eagles ","No info","Good","No info","No info","Male","No","Living",4,"2064-01","Marvel","Earth-616"
"042794","Sandu ","Secret","Bad","Black","Black","Male","No","Living",6,"2063-04","Marvel","Earth-616"
"042799","Skye ","Public","Good","Blue","Blond","Female","No","Deceased",3,"1995-09","Marvel","Earth-616"
"042807","Ian McNee ","Public","Good","Blue","Blond","Male","No","Living",10,"1983-01","Marvel","Earth-616"
"042808","Screed ","Secret","Bad","No info","No info","No info","No","Living",1,"1995-06","Marvel","Earth-616"
"042813","Amtor the Unspeakable ","No info","Bad","No info","No info","No info","No","Living",1,"2066-11","Marvel","Earth-616"
"042814","Bromagdon","No info","No info","No info","No info","No info","No","Living",1,"1976-10","Marvel","Bromagdon"
"042815","Cyndriarr ","Secret","Neutral","No info","No info","No info","No","Living",1,"1980-12","Marvel","Earth-616"
"042816","Falroth ","No info","No info","No info","No info","No info","No","Living",1,"1986-03","Marvel","Earth-616"
"042822","Jeesala ","No Dual","No info","No info","Grey","Female","No","Living",5,"1975-05","Marvel","Earth-616"
"042830","Stephen Strange ","No info","Bad","Grey","Black","Male","No","Living",4,"1992-10","Marvel","Earth-616"
"042891","Flame ","Secret","Bad","No info","Black","Male","No","Living",1,"1993-09","Marvel","Earth-616"
"042892","Hrinmeer ","Public","Bad","Blue","Blond","Male","No","Living",4,"1993-08","Marvel","Earth-616"
"042893","Dan Springer ","Secret","Bad","No info","No info","Male","No","Living",5,"1983-01","Marvel","Earth-616"
"042899","Vincent Patilio ","No info","Neutral","Brown","Brown","Male","No","Living",19,"2067-02","Marvel","Earth-616"
"042902","Buford Lange ","No info","Bad","No info","No info","Male","No","Living",6,"2001-08","Marvel","Earth-616"
"042952","Willard Harrison ","Public","Bad","No info","No info","Male","No","Living",3,"1980-08","Marvel","Earth-616"
"429574","Michael Watts ","No info","Bad","No info","No info","Male","No","Living",1,"2009-02","Marvel","Earth-616"
"042973","Joseph Smith ","Public","No info","Blue","Red","Male","No","Living",13,"2066-07","Marvel","Earth-616"
"429838","Travis Butler ","Public","Bad","Brown","Brown","Male","No","Deceased",1,"2009-02","Marvel","Earth-616"
"429885","William Anthony ","No info","Bad","No info","No info","Male","No","Living",1,"2009-02","Marvel","Earth-616"
"429908","Roger Ramsey ","No info","Bad","No info","No info","Male","No","Living",1,"2009-02","Marvel","Earth-616"
"043018","Raymond Coker ","Secret","Neutral","Brown","Black","Male","No","Living",16,"1973-11","Marvel","Earth-616"
"430236","Gullin ","Public","Bad","No info","Brown","Male","No","Living",3,"2064-04","Marvel","Earth-616"
"430238","Brokk ","Public","Good","Brown","Bald","Male","No","Living",3,"1983-11","Marvel","Earth-616"
"430262","Paris ","Public","No info","No info","Blond","Male","No","Living",3,"1979-11","Marvel","Earth-616"
"430264","Menelaus ","No info","No info","No info","Black","Male","No","Living",2,"1979-11","Marvel","Earth-616"
"430266","Odysseus ","No info","Neutral","No info","Brown","Male","No","Deceased",4,"1979-11","Marvel","Earth-616"
"430267","Diomedes ","No info","No info","No info","Black","Male","No","Living",2,"1979-11","Marvel","Earth-616"
"430268","Cassandra ","No info","No info","No info","Brown","Female","No","Living",2,"1979-11","Marvel","Earth-616"
"430269","Hector ","No info","No info","No info","No info","Male","No","Living",7,"1979-11","Marvel","Earth-616"
"430270","Priam ","No info","No info","No info","Black","Male","No","Living",2,"1979-11","Marvel","Earth-616"
"430271","Pandarus of Lycia ","Public","No info","No info","Brown","Male","No","Living",2,"1979-11","Marvel","Earth-616"
"430272","Patroclus ","Public","No info","No info","Blond","Male","No","Living",4,"1979-11","Marvel","Earth-616"
"430273","Philoctetes ","Public","No info","No info","Brown","Male","No","Living",2,"1979-11","Marvel","Earth-616"
"430297","Miguel Legar ","No info","Good","Brown","Black","Male","No","Living",18,"2004-08","Marvel","Earth-616"
"043031","Red Sonja ","Public","Good","Brown","Red","Female","No","Deceased",125,"1973-02","Marvel","Earth-616"
"043034","Patricia Robertson ","Secret","No info","Blue","Strawberry Blond","Female","No","Living",16,"2003-06","Marvel","Earth-616"
"430365","John Lewandow ","No info","Neutral","No info","Black","Male","No","Living",2,"1986-04","Marvel","Earth-616"
"430482","Addison Blackburn ","No Dual","Bad","No info","Grey","Male","No","Living",1,"1980-04","Marvel","Earth-616"
"043052","Philip Russell ","Public","Bad","No info","Grey","Male","No","Living",21,"1972-02","Marvel","Earth-616"
"430601","Rocky Rhodes ","Public","No info","No info","No info","Male","No","Living",1,"2067-05","Marvel","Earth-616"
"430603","Red-Bone ","Public","No info","No info","No info","Male","No","Living",1,"2067-05","Marvel","Earth-616"
"430611","Blacklash ","Secret","Bad","No info","No info","Male","No","Living",2,"2006-09","Marvel","Earth-616"
"430612","Whiplash ","Secret","Bad","No info","Red","Female","No","Living",2,"2006-09","Marvel","Earth-616"
"430613","Winslow Smith ","No info","Neutral","No info","Bald","Male","No","Living",2,"1985-11","Marvel","Earth-616"
"043067","Charles LeJeune ","Public","Good","No info","Grey","Male","No","Deceased",4,"1973-09","Marvel","Earth-616"
"430825","Hamir ","No info","Bad","No info","Black","Male","No","Living",1,"1983-01","Marvel","Earth-616"
"430857","Richard I ","Public","Good","No info","No info","Male","No","Deceased",8,"2049-01","Marvel","Earth-616"
"430858","William Boylan ","No info","No info","No info","Black","Male","No","Living",2,"1983-04","Marvel","Earth-616"
"430860","Caryn Wise ","No info","No info","No info","No info","Female","No","Living",2,"1983-04","Marvel","Earth-616"
"430862","Mayor Byrne ","No info","No info","No info","Brown","Female","No","Living",2,"1983-04","Marvel","Earth-616"
"430879","Alva ","No info","No info","No info","No info","Female","No","Living",1,"1983-10","Marvel","Earth-616"
"430880","Svin ","No info","No info","No info","No info","Female","No","Living",1,"1983-10","Marvel","Earth-616"
"430881","Bygvir ","No info","No info","No info","No info","Female","No","Living",1,"1983-10","Marvel","Earth-616"
"430887","Horvald ","No info","Bad","No info","Brown","Male","No","Living",1,"1984-12","Marvel","Earth-616"
"430888","Grolf ","No info","Bad","No info","Black","Male","No","Living",1,"1984-12","Marvel","Earth-616"
"430889","Aslak ","No info","Bad","No info","Brown","Male","No","Living",1,"1984-12","Marvel","Earth-616"
"430890","Thrunhild ","No info","No info","No info","No info","Female","No","Living",1,"1984-12","Marvel","Earth-616"
"430891","Hakon ","No Dual","Bad","No info","Brown","Male","No","Living",1,"1984-12","Marvel","Earth-616"
"430892","Otny ","No info","Bad","No info","Brown","Male","No","Living",2,"1984-12","Marvel","Earth-616"
"430893","Solveig ","Public","Good","No info","Brown","Female","No","Living",1,"1984-12","Marvel","Earth-616"
"430894","Growler ","No info","Good","No info","No info","No info","No","Living",1,"1984-12","Marvel","Earth-616"
"430918","Kylus ","No info","No info","No info","Brown","Male","No","Living",1,"1984-12","Marvel","Earth-616"
"430919","Cheiros ","No info","No info","No info","Black","Male","No","Living",1,"1984-12","Marvel","Earth-616"
"430920","Nestor ","Public","No info","No info","No","Male","No","Living",1,"1984-12","Marvel","Earth-616"
"043100","Zkrodd ","Secret","Bad","Green","No","Male","No","Living",1,"1990-08","Marvel","Earth-616"
"431009","Den Vakre ","Secret","Bad","Green","No info","Female","No","Living",1,"2011-01","Marvel","Earth-616"
"043102","Tenelle ","Secret","Bad","Green","Black","Female","No","Living",1,"1991-09","Marvel","Earth-616"
"043103","Alecto ","Secret","No info","No info","No info","Female","No","Living",2,"2005-08","Marvel","Earth-616"
"431151","Helgi ","No info","Bad","No info","No info","No info","No","Living",1,"1983-11","Marvel","Earth-616"
"431234","Tan ","No Dual","Neutral","Brown","Black","Male","No","Living",1,"2011-01","Marvel","Earth-616"
"431235","Curtis Nolan ","Public","Neutral","Brown","Brown","Male","No","Living",1,"2011-01","Marvel","Earth-616"
"431242","Huang ","Public","Neutral","Brown","Black","Male","No","Living",1,"2011-02","Marvel","Earth-616"
"431288","Gideon Blaine ","No info","No info","No info","Brown","Male","No","Living",1,"1975-10","Marvel","Earth-616"
"043130","Wu Ao-Shi ","Secret","Good","Black","Black","Female","No","Living",2,"2007-02","Marvel","Earth-616"
"431346","Centauron ","Secret","No info","No info","No info","Male","No","Deceased",3,"1980-07","Marvel","Earth-616"
"043135","Robert von Doom ","Secret","Bad","No info","No info","Male","No","Living",2,"1990-08","Marvel","Earth-616"
"043142","Smoke Scream ","No info","Bad","No info","No info","Female","No","Living",1,"1992-03","Marvel","Earth-616"
"043144","Verdelet ","No info","Bad","Red","Bald","Male","No","Living",2,"1994-07","Marvel","Earth-616"
"043145","Vera Gemini ","Secret","Bad","Red","No","Female","No","Living",5,"1978-04","Marvel","Earth-616"
"431456","Throgg ","Public","Bad","No info","Blond","Male","No","Living",1,"1984-01","Marvel","Earth-616"
"043146","Jason Cragg ","Public","Bad","Brown","Brown","Male","No","Living",9,"2063-04","Marvel","Earth-616"
"043147","Melvin Scarbo ","Secret","Bad","Brown","Bald","Male","No","Living",9,"1970-03","Marvel","Earth-616"
"043148","Kthara ","Secret","Bad","Red","No","Female","No","Living",3,"1975-10","Marvel","Earth-616"
"043149","Anton Vierken ","No Dual","Bad","No info","Bald","Male","No","Deceased",3,"1974-12","Marvel","Earth-616"
"431719","Battleaxe ","No Dual","Bad","No info","No info","Male","No","Deceased",4,"1981-11","Marvel","Earth-616"
"431728","Blare ","No info","Bad","No info","No info","Male","No","Living",1,"1997-09","Marvel","Earth-616"
"431777","Terrence ","Public","Good","Brown","White","Male","No","Living",1,"2011-04","Marvel","Earth-616"
"431779","Boyd Buzzard ","No info","Bad","No info","No info","Male","No","Living",2,"2011-04","Marvel","Earth-616"
"431784","Bufford Buzzard ","No info","Bad","No info","No info","Male","No","Living",2,"2011-04","Marvel","Earth-616"
"004318","Gayle Edgerton ","Secret","Neutral","Black","Black","Female","No","Living",6,"1995-07","Marvel","Earth-616"
"431890","Whiteface ","No info","Good","No info","No info","No info","No","Living",6,"1985-05","Marvel","Earth-616"
"431935","Lobros ","Public","Bad","No info","No info","Male","No","Living",5,"1981-11","Marvel","Earth-616"
"431996","Blaze ","No info","Good","Brown","Gold","Male","No","Living",3,"2049-10","Marvel","Earth-616"
"004320","Dennis Malloy ","Secret","Bad","No info","No","Male","No","Living",1,"1989-07","Marvel","Earth-616"
"004321","Giggles ","Secret","Neutral","No info","No","No info","No","Living",13,"1985-07","Marvel","Earth-616"
"432126","Major Sauleda ","Public","Good","No info","No info","Male","No","Living",3,"1985-01","Marvel","Earth-616"
"004322","Lillian von Loont ","Secret","Bad","No info","Black","Female","No","Deceased",5,"1985-03","Marvel","Earth-616"
"432246","Phzzzrrzztlzzzz ","No info","No info","No info","No info","No info","No","Living",1,"1994-09","Marvel","Earth-616"
"432264","June Covington ","Secret","Bad","Blue","Blond","Female","No","Living",32,"2011-01","Marvel","Earth-616"
"004323","Gilgamesh ","Secret","Good","Blue","Black","Male","No","Living",59,"1977-07","Marvel","Earth-616"
"043246","Arizona Annie ","Secret","Good","Brown","Brown","Female","No","Deceased",10,"2048-03","Marvel","Earth-616"
"432485","Blockade ","No info","Neutral","No info","No","No info","No","Living",1,"1990-05","Marvel","Earth-616"
"432490","Bloc ","No info","Bad","No info","Blond","Male","No","Living",1,"2002-10","Marvel","Earth-616"
"432510","Raymond Keyes ","Secret","Good","No info","Brown","Male","No","Living",3,"2004-07","Marvel","Earth-616"
"432529","Jennifer Monroe ","Secret","Good","Blue","Black","Female","No","Deceased",1,"2011-03","Marvel","Earth-616"
"432532","Malcolm Monroe ","Secret","Good","Blue","Black","Male","No","Deceased",1,"2011-03","Marvel","Earth-616"
"432535","Lynn Richards ","Secret","Good","Brown","Brown","Female","No","Deceased",1,"2011-03","Marvel","Earth-616"
